field,current_value,next_value,current_date,next_date
n2,16,5,2018-05-26,2018-05-28
n2,5,20,2018-05-28,2018-05-29
n2,20,16,2018-05-29,2018-05-30
n2,16,19,2018-05-30,2018-05-31
n2,19,16,2018-05-31,2018-06-01
n2,16,10,2018-06-01,2018-06-02
n2,10,18,2018-06-02,2018-06-04
n2,18,10,2018-06-04,2018-06-05
n2,10,15,2018-06-05,2018-06-06
n2,15,5,2018-06-06,2018-06-07
n2,5,22,2018-06-07,2018-06-08
n2,22,16,2018-06-08,2018-06-09
n2,16,10,2018-06-09,2018-06-11
n2,10,21,2018-06-11,2018-06-12
n2,21,5,2018-06-12,2018-06-13
n2,5,14,2018-06-13,2018-06-14
n2,14,10,2018-06-14,2018-06-15
n2,10,20,2018-06-15,2018-06-16
n2,20,8,2018-06-16,2018-06-18
n2,8,10,2018-06-18,2018-06-19
n2,10,16,2018-06-19,2018-06-20
n2,16,13,2018-06-20,2018-06-21
n2,13,13,2018-06-21,2018-06-22
n2,13,19,2018-06-22,2018-06-23
n2,19,22,2018-06-23,2018-06-25
n2,22,4,2018-06-25,2018-06-26
n2,4,16,2018-06-26,2018-06-27
n2,16,17,2018-06-27,2018-06-28
n2,17,7,2018-06-28,2018-06-29
n2,7,33,2018-06-29,2018-06-30
n2,33,16,2018-06-30,2018-07-02
n2,16,16,2018-07-02,2018-07-03
n2,16,21,2018-07-03,2018-07-04
n2,21,14,2018-07-04,2018-07-05
n2,14,16,2018-07-05,2018-07-06
n2,16,11,2018-07-06,2018-07-07
n2,11,17,2018-07-07,2018-07-09
n2,17,7,2018-07-09,2018-07-10
n2,7,10,2018-07-10,2018-07-11
n2,10,12,2018-07-11,2018-07-12
n2,12,16,2018-07-12,2018-07-13
n2,16,17,2018-07-13,2018-07-14
n2,17,13,2018-07-14,2018-07-16
n2,13,22,2018-07-16,2018-07-17
n2,22,8,2018-07-17,2018-07-18
n2,8,22,2018-07-18,2018-07-19
n2,22,8,2018-07-19,2018-07-20
n2,8,3,2018-07-20,2018-07-21
n2,3,7,2018-07-21,2018-07-23
n2,7,3,2018-07-23,2018-07-24
n2,3,11,2018-07-24,2018-07-25
n2,11,5,2018-07-25,2018-07-26
n2,5,15,2018-07-26,2018-07-27
n2,15,12,2018-07-27,2018-07-28
n2,12,14,2018-07-28,2018-07-30
n2,14,18,2018-07-30,2018-07-31
n2,18,17,2018-07-31,2018-08-01
n2,17,26,2018-08-01,2018-08-02
n2,26,7,2018-08-02,2018-08-03
n2,7,31,2018-08-03,2018-08-04
n2,31,14,2018-08-04,2018-08-06
n2,14,12,2018-08-06,2018-08-07
n2,12,10,2018-08-07,2018-08-08
n2,10,10,2018-08-08,2018-08-09
n2,10,7,2018-08-09,2018-08-10
n2,7,14,2018-08-10,2018-08-11
n2,14,12,2018-08-11,2018-08-13
n2,12,17,2018-08-13,2018-08-14
n2,17,14,2018-08-14,2018-08-15
n2,14,8,2018-08-15,2018-08-16
n2,8,7,2018-08-16,2018-08-17
n2,7,16,2018-08-17,2018-08-18
n2,16,10,2018-08-18,2018-08-20
n2,10,14,2018-08-20,2018-08-21
n2,14,12,2018-08-21,2018-08-22
n2,12,8,2018-08-22,2018-08-23
n2,8,17,2018-08-23,2018-08-24
n2,17,13,2018-08-24,2018-08-25
n2,13,15,2018-08-25,2018-08-27
n2,15,11,2018-08-27,2018-08-28
n2,11,15,2018-08-28,2018-08-29
n2,15,13,2018-08-29,2018-08-30
n2,13,4,2018-08-30,2018-08-31
n2,4,10,2018-08-31,2018-09-01
n2,10,28,2018-09-01,2018-09-03
n2,28,13,2018-09-03,2018-09-04
n2,13,5,2018-09-04,2018-09-05
n2,5,10,2018-09-05,2018-09-06
n2,10,23,2018-09-06,2018-09-07
n2,23,19,2018-09-07,2018-09-08
n2,19,21,2018-09-08,2018-09-10
n2,21,20,2018-09-10,2018-09-11
n2,20,15,2018-09-11,2018-09-12
n2,15,9,2018-09-12,2018-09-13
n2,9,3,2018-09-13,2018-09-14
n2,3,20,2018-09-14,2018-09-15
n2,20,11,2018-09-15,2018-09-17
n2,11,9,2018-09-17,2018-09-18
n2,9,4,2018-09-18,2018-09-19
n2,4,24,2018-09-19,2018-09-20
n2,24,2,2018-09-20,2018-09-21
n2,2,9,2018-09-21,2018-09-22
n2,9,21,2018-09-22,2018-09-24
n2,21,7,2018-09-24,2018-09-25
n2,7,26,2018-09-25,2018-09-26
n2,26,16,2018-09-26,2018-09-27
n2,16,19,2018-09-27,2018-09-28
n2,19,12,2018-09-28,2018-09-29
n2,12,11,2018-09-29,2018-10-01
n2,11,21,2018-10-01,2018-10-02
n2,21,15,2018-10-02,2018-10-03
n2,15,17,2018-10-03,2018-10-04
n2,17,18,2018-10-04,2018-10-05
n2,18,7,2018-10-05,2018-10-06
n2,7,25,2018-10-06,2018-10-08
n2,25,9,2018-10-08,2018-10-09
n2,9,9,2018-10-09,2018-10-10
n2,9,16,2018-10-10,2018-10-11
n2,16,25,2018-10-11,2018-10-12
n2,25,16,2018-10-12,2018-10-13
n2,16,28,2018-10-13,2018-10-15
n2,28,5,2018-10-15,2018-10-16
n2,5,23,2018-10-16,2018-10-17
n2,23,5,2018-10-17,2018-10-18
n2,5,6,2018-10-18,2018-10-19
n2,6,18,2018-10-19,2018-10-20
n2,18,17,2018-10-20,2018-10-22
n2,17,3,2018-10-22,2018-10-23
n2,3,29,2018-10-23,2018-10-24
n2,29,15,2018-10-24,2018-10-25
n2,15,21,2018-10-25,2018-10-26
n2,21,18,2018-10-26,2018-10-27
n2,18,17,2018-10-27,2018-10-29
n2,17,12,2018-10-29,2018-10-30
n2,12,13,2018-10-30,2018-10-31
n2,13,26,2018-10-31,2018-11-01
n2,26,23,2018-11-01,2018-11-02
n2,23,12,2018-11-02,2018-11-03
n2,12,17,2018-11-03,2018-11-05
n2,17,18,2018-11-05,2018-11-06
n2,18,10,2018-11-06,2018-11-07
n2,10,7,2018-11-07,2018-11-08
n2,7,27,2018-11-08,2018-11-09
n2,27,9,2018-11-09,2018-11-10
n2,9,6,2018-11-10,2018-11-12
n2,6,11,2018-11-12,2018-11-13
n2,11,25,2018-11-13,2018-11-14
n2,25,10,2018-11-14,2018-11-15
n2,10,13,2018-11-15,2018-11-16
n2,13,4,2018-11-16,2018-11-17
n2,4,8,2018-11-17,2018-11-19
n2,8,27,2018-11-19,2018-11-20
n2,27,24,2018-11-20,2018-11-21
n2,24,6,2018-11-21,2018-11-22
n2,6,17,2018-11-22,2018-11-23
n2,17,2,2018-11-23,2018-11-24
n2,2,13,2018-11-24,2018-11-26
n2,13,16,2018-11-26,2018-11-27
n2,16,6,2018-11-27,2018-11-28
n2,6,5,2018-11-28,2018-11-29
n2,5,7,2018-11-29,2018-11-30
n2,7,4,2018-11-30,2018-12-01
n2,4,18,2018-12-01,2018-12-03
n2,18,14,2018-12-03,2018-12-04
n2,14,10,2018-12-04,2018-12-05
n2,10,18,2018-12-05,2018-12-06
n2,18,14,2018-12-06,2018-12-07
n2,14,22,2018-12-07,2018-12-08
n2,22,16,2018-12-08,2018-12-10
n2,16,5,2018-12-10,2018-12-11
n2,5,14,2018-12-11,2018-12-12
n2,14,15,2018-12-12,2018-12-13
n2,15,27,2018-12-13,2018-12-14
n2,27,12,2018-12-14,2018-12-15
n2,12,5,2018-12-15,2018-12-17
n2,5,16,2018-12-17,2018-12-18
n2,16,20,2018-12-18,2018-12-19
n2,20,7,2018-12-19,2018-12-20
n2,7,4,2018-12-20,2018-12-21
n2,4,10,2018-12-21,2018-12-22
n2,10,10,2018-12-22,2018-12-24
n2,10,4,2018-12-24,2018-12-25
n2,4,14,2018-12-25,2018-12-26
n2,14,29,2018-12-26,2018-12-27
n2,29,12,2018-12-27,2018-12-28
n2,12,10,2018-12-28,2018-12-29
n2,10,11,2018-12-29,2018-12-31
n2,11,30,2018-12-31,2019-01-01
n2,30,5,2019-01-01,2019-01-02
n2,5,19,2019-01-02,2019-01-03
n2,19,8,2019-01-03,2019-01-04
n2,8,10,2019-01-04,2019-01-05
n2,10,8,2019-01-05,2019-01-07
n2,8,11,2019-01-07,2019-01-08
n2,11,21,2019-01-08,2019-01-09
n2,21,6,2019-01-09,2019-01-10
n2,6,8,2019-01-10,2019-01-11
n2,8,15,2019-01-11,2019-01-12
n2,15,8,2019-01-12,2019-01-14
n2,8,13,2019-01-14,2019-01-15
n2,13,18,2019-01-15,2019-01-16
n2,18,12,2019-01-16,2019-01-17
n2,12,18,2019-01-17,2019-01-18
n2,18,12,2019-01-18,2019-01-19
n2,12,9,2019-01-19,2019-01-21
n2,9,16,2019-01-21,2019-01-22
n2,16,8,2019-01-22,2019-01-23
n2,8,9,2019-01-23,2019-01-24
n2,9,6,2019-01-24,2019-01-25
n2,6,2,2019-01-25,2019-01-26
n2,2,13,2019-01-26,2019-01-28
n2,13,26,2019-01-28,2019-01-29
n2,26,8,2019-01-29,2019-01-30
n2,8,9,2019-01-30,2019-01-31
n2,9,29,2019-01-31,2019-02-01
n2,29,25,2019-02-01,2019-02-02
n2,25,7,2019-02-02,2019-02-04
n2,7,9,2019-02-04,2019-02-05
n2,9,4,2019-02-05,2019-02-06
n2,4,6,2019-02-06,2019-02-07
n2,6,28,2019-02-07,2019-02-08
n2,28,3,2019-02-08,2019-02-09
n2,3,13,2019-02-09,2019-02-11
n2,13,29,2019-02-11,2019-02-12
n2,29,5,2019-02-12,2019-02-13
n2,5,15,2019-02-13,2019-02-14
n2,15,9,2019-02-14,2019-02-15
n2,9,16,2019-02-15,2019-02-16
n2,16,28,2019-02-16,2019-02-18
n2,28,16,2019-02-18,2019-02-19
n2,16,15,2019-02-19,2019-02-20
n2,15,10,2019-02-20,2019-02-21
n2,10,29,2019-02-21,2019-02-22
n2,29,14,2019-02-22,2019-02-23
n2,14,19,2019-02-23,2019-02-25
n2,19,14,2019-02-25,2019-02-26
n2,14,8,2019-02-26,2019-02-27
n2,8,7,2019-02-27,2019-02-28
n2,7,13,2019-02-28,2019-03-01
n2,13,6,2019-03-01,2019-03-02
n2,6,11,2019-03-02,2019-03-04
n2,11,17,2019-03-04,2019-03-05
n2,17,20,2019-03-05,2019-03-06
n2,20,18,2019-03-06,2019-03-07
n2,18,8,2019-03-07,2019-03-08
n2,8,20,2019-03-08,2019-03-09
n2,20,8,2019-03-09,2019-03-11
n2,8,13,2019-03-11,2019-03-12
n2,13,12,2019-03-12,2019-03-13
n2,12,5,2019-03-13,2019-03-14
n2,5,26,2019-03-14,2019-03-15
n2,26,13,2019-03-15,2019-03-16
n2,13,31,2019-03-16,2019-03-18
n2,31,6,2019-03-18,2019-03-19
n2,6,7,2019-03-19,2019-03-20
n2,7,22,2019-03-20,2019-03-21
n2,22,16,2019-03-21,2019-03-22
n2,16,18,2019-03-22,2019-03-23
n2,18,13,2019-03-23,2019-03-25
n2,13,29,2019-03-25,2019-03-26
n2,29,23,2019-03-26,2019-03-27
n2,23,6,2019-03-27,2019-03-28
n2,6,19,2019-03-28,2019-03-29
n2,19,23,2019-03-29,2019-03-30
n2,23,14,2019-03-30,2019-04-01
n2,14,12,2019-04-01,2019-04-02
n2,12,14,2019-04-02,2019-04-03
n2,14,13,2019-04-03,2019-04-04
n2,13,6,2019-04-04,2019-04-05
n2,6,10,2019-04-05,2019-04-06
n2,10,16,2019-04-06,2019-04-08
n2,16,18,2019-04-08,2019-04-09
n2,18,27,2019-04-09,2019-04-10
n2,27,15,2019-04-10,2019-04-11
n2,15,20,2019-04-11,2019-04-12
n2,20,16,2019-04-12,2019-04-13
n2,16,17,2019-04-13,2019-04-15
n2,17,14,2019-04-15,2019-04-16
n2,14,25,2019-04-16,2019-04-17
n2,25,14,2019-04-17,2019-04-18
n2,14,10,2019-04-18,2019-04-19
n2,10,21,2019-04-19,2019-04-20
n2,21,6,2019-04-20,2019-04-22
n2,6,22,2019-04-22,2019-04-23
n2,22,13,2019-04-23,2019-04-24
n2,13,12,2019-04-24,2019-04-25
n2,12,5,2019-04-25,2019-04-26
n2,5,15,2019-04-26,2019-04-27
n2,15,21,2019-04-27,2019-04-29
n2,21,8,2019-04-29,2019-04-30
n2,8,23,2019-04-30,2019-05-01
n2,23,4,2019-05-01,2019-05-02
n2,4,24,2019-05-02,2019-05-03
n2,24,3,2019-05-03,2019-05-04
n2,3,24,2019-05-04,2019-05-06
n2,24,21,2019-05-06,2019-05-07
n2,21,3,2019-05-07,2019-05-08
n2,3,19,2019-05-08,2019-05-09
n2,19,9,2019-05-09,2019-05-10
n2,9,9,2019-05-10,2019-05-11
n2,9,28,2019-05-11,2019-05-13
n2,28,7,2019-05-13,2019-05-14
n2,7,15,2019-05-14,2019-05-15
n2,15,13,2019-05-15,2019-05-16
n2,13,9,2019-05-16,2019-05-17
n2,9,7,2019-05-17,2019-05-18
n2,7,20,2019-05-18,2019-05-20
n2,20,23,2019-05-20,2019-05-21
n2,23,25,2019-05-21,2019-05-22
n2,25,16,2019-05-22,2019-05-23
n2,16,26,2019-05-23,2019-05-24
n2,26,23,2019-05-24,2019-05-25
n2,23,10,2019-05-25,2019-05-27
n2,10,17,2019-05-27,2019-05-28
n2,17,12,2019-05-28,2019-05-29
n2,12,16,2019-05-29,2019-05-30
n2,16,7,2019-05-30,2019-05-31
n2,7,17,2019-05-31,2019-06-01
n2,17,19,2019-06-01,2019-06-03
n2,19,5,2019-06-03,2019-06-04
n2,5,12,2019-06-04,2019-06-05
n2,12,8,2019-06-05,2019-06-06
n2,8,9,2019-06-06,2019-06-07
n2,9,6,2019-06-07,2019-06-08
n2,6,9,2019-06-08,2019-06-10
n2,9,7,2019-06-10,2019-06-11
n2,7,13,2019-06-11,2019-06-12
n2,13,21,2019-06-12,2019-06-13
n2,21,18,2019-06-13,2019-06-14
n2,18,9,2019-06-14,2019-06-15
n2,9,22,2019-06-15,2019-06-17
n2,22,6,2019-06-17,2019-06-18
n2,6,4,2019-06-18,2019-06-19
n2,4,12,2019-06-19,2019-06-20
n2,12,6,2019-06-20,2019-06-21
n2,6,15,2019-06-21,2019-06-22
n2,15,18,2019-06-22,2019-06-24
n2,18,11,2019-06-24,2019-06-25
n2,11,24,2019-06-25,2019-06-26
n2,24,6,2019-06-26,2019-06-27
n2,6,17,2019-06-27,2019-06-28
n2,17,20,2019-06-28,2019-06-29
n2,20,2,2019-06-29,2019-07-01
n2,2,9,2019-07-01,2019-07-02
n2,9,6,2019-07-02,2019-07-03
n2,6,20,2019-07-03,2019-07-04
n2,20,11,2019-07-04,2019-07-05
n2,11,19,2019-07-05,2019-07-06
n2,19,18,2019-07-06,2019-07-08
n2,18,8,2019-07-08,2019-07-09
n2,8,27,2019-07-09,2019-07-10
n2,27,25,2019-07-10,2019-07-11
n2,25,17,2019-07-11,2019-07-12
n2,17,18,2019-07-12,2019-07-13
n2,18,18,2019-07-13,2019-07-15
n2,18,9,2019-07-15,2019-07-16
n2,9,17,2019-07-16,2019-07-17
n2,17,18,2019-07-17,2019-07-18
n2,18,16,2019-07-18,2019-07-19
n2,16,7,2019-07-19,2019-07-20
n2,7,20,2019-07-20,2019-07-22
n2,20,10,2019-07-22,2019-07-23
n2,10,14,2019-07-23,2019-07-24
n2,14,17,2019-07-24,2019-07-25
n2,17,3,2019-07-25,2019-07-26
n2,3,9,2019-07-26,2019-07-27
n2,9,7,2019-07-27,2019-07-29
n2,7,10,2019-07-29,2019-07-30
n2,10,32,2019-07-30,2019-07-31
n2,32,2,2019-07-31,2019-08-01
n2,2,23,2019-08-01,2019-08-02
n2,23,21,2019-08-02,2019-08-03
n2,21,5,2019-08-03,2019-08-05
n2,5,5,2019-08-05,2019-08-06
n2,5,22,2019-08-06,2019-08-07
n2,22,26,2019-08-07,2019-08-08
n2,26,19,2019-08-08,2019-08-09
n2,19,17,2019-08-09,2019-08-10
n2,17,20,2019-08-10,2019-08-12
n2,20,16,2019-08-12,2019-08-13
n2,16,10,2019-08-13,2019-08-14
n2,10,12,2019-08-14,2019-08-15
n2,12,13,2019-08-15,2019-08-16
n2,13,11,2019-08-16,2019-08-17
n2,11,9,2019-08-17,2019-08-19
n2,9,11,2019-08-19,2019-08-20
n2,11,9,2019-08-20,2019-08-21
n2,9,12,2019-08-21,2019-08-22
n2,12,14,2019-08-22,2019-08-23
n2,14,15,2019-08-23,2019-08-24
n2,15,11,2019-08-24,2019-08-26
n2,11,8,2019-08-26,2019-08-27
n2,8,11,2019-08-27,2019-08-28
n2,11,11,2019-08-28,2019-08-29
n2,11,10,2019-08-29,2019-08-30
n2,10,10,2019-08-30,2019-08-31
n2,10,2,2019-08-31,2019-09-02
n2,2,3,2019-09-02,2019-09-03
n2,3,9,2019-09-03,2019-09-04
n2,9,24,2019-09-04,2019-09-05
n2,24,6,2019-09-05,2019-09-06
n2,6,2,2019-09-06,2019-09-07
n2,2,3,2019-09-07,2019-09-09
n2,3,15,2019-09-09,2019-09-10
n2,15,8,2019-09-10,2019-09-11
n2,8,23,2019-09-11,2019-09-12
n2,23,14,2019-09-12,2019-09-13
n2,14,4,2019-09-13,2019-09-14
n2,4,20,2019-09-14,2019-09-16
n2,20,10,2019-09-16,2019-09-17
n2,10,16,2019-09-17,2019-09-18
n2,16,25,2019-09-18,2019-09-19
n2,25,23,2019-09-19,2019-09-20
n2,23,12,2019-09-20,2019-09-21
n2,12,28,2019-09-21,2019-09-23
n2,28,15,2019-09-23,2019-09-24
n2,15,6,2019-09-24,2019-09-25
n2,6,12,2019-09-25,2019-09-26
n2,12,11,2019-09-26,2019-09-27
n2,11,14,2019-09-27,2019-09-28
n2,14,15,2019-09-28,2019-09-30
n2,15,25,2019-09-30,2019-10-01
n2,25,11,2019-10-01,2019-10-02
n2,11,24,2019-10-02,2019-10-03
n2,24,2,2019-10-03,2019-10-04
n2,2,11,2019-10-04,2019-10-05
n2,11,13,2019-10-05,2019-10-07
n2,13,2,2019-10-07,2019-10-08
n2,2,8,2019-10-08,2019-10-09
n2,8,26,2019-10-09,2019-10-10
n2,26,15,2019-10-10,2019-10-11
n2,15,11,2019-10-11,2019-10-12
n2,11,14,2019-10-12,2019-10-14
n2,14,19,2019-10-14,2019-10-15
n2,19,2,2019-10-15,2019-10-16
n2,2,18,2019-10-16,2019-10-17
n2,18,4,2019-10-17,2019-10-18
n2,4,11,2019-10-18,2019-10-19
n2,11,25,2019-10-19,2019-10-21
n2,25,22,2019-10-21,2019-10-22
n2,22,18,2019-10-22,2019-10-23
n2,18,13,2019-10-23,2019-10-24
n2,13,23,2019-10-24,2019-10-25
n2,23,15,2019-10-25,2019-10-26
n2,15,3,2019-10-26,2019-10-28
n2,3,3,2019-10-28,2019-10-29
n2,3,7,2019-10-29,2019-10-30
n2,7,23,2019-10-30,2019-10-31
n2,23,16,2019-10-31,2019-11-01
n2,16,10,2019-11-01,2019-11-02
n2,10,23,2019-11-02,2019-11-04
n2,23,14,2019-11-04,2019-11-05
n2,14,4,2019-11-05,2019-11-06
n2,4,11,2019-11-06,2019-11-07
n2,11,19,2019-11-07,2019-11-08
n2,19,18,2019-11-08,2019-11-09
n2,18,23,2019-11-09,2019-11-11
n2,23,8,2019-11-11,2019-11-12
n2,8,16,2019-11-12,2019-11-13
n2,16,6,2019-11-13,2019-11-14
n2,6,19,2019-11-14,2019-11-15
n2,19,11,2019-11-15,2019-11-16
n2,11,5,2019-11-16,2019-11-18
n2,5,18,2019-11-18,2019-11-19
n2,18,4,2019-11-19,2019-11-20
n2,4,3,2019-11-20,2019-11-21
n2,3,14,2019-11-21,2019-11-22
n2,14,8,2019-11-22,2019-11-23
n2,8,16,2019-11-23,2019-11-25
n2,16,14,2019-11-25,2019-11-26
n2,14,20,2019-11-26,2019-11-27
n2,20,13,2019-11-27,2019-11-28
n2,13,4,2019-11-28,2019-11-29
n2,4,13,2019-11-29,2019-11-30
n2,13,6,2019-11-30,2019-12-02
n2,6,11,2019-12-02,2019-12-03
n2,11,9,2019-12-03,2019-12-04
n2,9,23,2019-12-04,2019-12-05
n2,23,9,2019-12-05,2019-12-06
n2,9,16,2019-12-06,2019-12-07
n2,16,20,2019-12-07,2019-12-09
n2,20,11,2019-12-09,2019-12-10
n2,11,18,2019-12-10,2019-12-11
n2,18,5,2019-12-11,2019-12-12
n2,5,11,2019-12-12,2019-12-13
n2,11,20,2019-12-13,2019-12-14
n2,20,22,2019-12-14,2019-12-16
n2,22,22,2019-12-16,2019-12-17
n2,22,15,2019-12-17,2019-12-18
n2,15,10,2019-12-18,2019-12-19
n2,10,25,2019-12-19,2019-12-20
n2,25,19,2019-12-20,2019-12-21
n2,19,13,2019-12-21,2019-12-23
n2,13,23,2019-12-23,2019-12-24
n2,23,9,2019-12-24,2019-12-25
n2,9,14,2019-12-25,2019-12-26
n2,14,13,2019-12-26,2019-12-27
n2,13,22,2019-12-27,2019-12-28
n2,22,10,2019-12-28,2019-12-30
n2,10,14,2019-12-30,2019-12-31
n2,14,22,2019-12-31,2020-01-01
n2,22,6,2020-01-01,2020-01-02
n2,6,3,2020-01-02,2020-01-03
n2,3,25,2020-01-03,2020-01-04
n2,25,16,2020-01-04,2020-01-06
n2,16,11,2020-01-06,2020-01-07
n2,11,6,2020-01-07,2020-01-08
n2,6,13,2020-01-08,2020-01-09
n2,13,5,2020-01-09,2020-01-10
n2,5,14,2020-01-10,2020-01-11
n2,14,13,2020-01-11,2020-01-13
n2,13,27,2020-01-13,2020-01-14
n2,27,17,2020-01-14,2020-01-15
n2,17,4,2020-01-15,2020-01-16
n2,4,17,2020-01-16,2020-01-17
n2,17,14,2020-01-17,2020-01-18
n2,14,21,2020-01-18,2020-01-20
n2,21,17,2020-01-20,2020-01-21
n2,17,11,2020-01-21,2020-01-22
n2,11,17,2020-01-22,2020-01-23
n2,17,7,2020-01-23,2020-01-24
n2,7,12,2020-01-24,2020-01-25
n2,12,9,2020-01-25,2020-01-27
n2,9,2,2020-01-27,2020-01-28
n2,2,15,2020-01-28,2020-01-29
n2,15,10,2020-01-29,2020-01-30
n2,10,11,2020-01-30,2020-01-31
n2,11,7,2020-01-31,2020-02-01
n2,7,3,2020-02-01,2020-02-03
n2,3,29,2020-02-03,2020-02-04
n2,29,4,2020-02-04,2020-02-05
n2,4,3,2020-02-05,2020-02-06
n2,3,13,2020-02-06,2020-02-07
n2,13,23,2020-02-07,2020-02-08
n2,23,23,2020-02-08,2020-02-10
n2,23,12,2020-02-10,2020-02-11
n2,12,19,2020-02-11,2020-02-12
n2,19,17,2020-02-12,2020-02-13
n2,17,13,2020-02-13,2020-02-14
n2,13,8,2020-02-14,2020-02-15
n2,8,18,2020-02-15,2020-02-17
n2,18,5,2020-02-17,2020-02-18
n2,5,6,2020-02-18,2020-02-19
n2,6,10,2020-02-19,2020-02-20
n2,10,8,2020-02-20,2020-02-21
n2,8,18,2020-02-21,2020-02-22
n2,18,2,2020-02-22,2020-02-24
n2,2,9,2020-02-24,2020-02-25
n2,9,5,2020-02-25,2020-02-26
n2,5,19,2020-02-26,2020-02-27
n2,19,10,2020-02-27,2020-02-28
n2,10,17,2020-02-28,2020-02-29
n2,17,6,2020-02-29,2020-03-02
n2,6,7,2020-03-02,2020-03-03
n2,7,7,2020-03-03,2020-03-04
n2,7,20,2020-03-04,2020-03-05
n2,20,11,2020-03-05,2020-03-06
n2,11,10,2020-03-06,2020-03-07
n2,10,11,2020-03-07,2020-03-09
n2,11,26,2020-03-09,2020-03-10
n2,26,9,2020-03-10,2020-03-11
n2,9,18,2020-03-11,2020-03-12
n2,18,5,2020-03-12,2020-03-13
n2,5,6,2020-03-13,2020-03-14
n2,6,9,2020-03-14,2020-03-16
n2,9,16,2020-03-16,2020-03-17
n2,16,9,2020-03-17,2020-03-18
n2,9,11,2020-03-18,2020-03-19
n2,11,16,2020-03-19,2020-03-20
n2,16,7,2020-03-20,2020-03-21
n2,7,6,2020-03-21,2020-03-23
n2,6,12,2020-03-23,2020-03-24
n2,12,8,2020-03-24,2020-03-25
n2,8,19,2020-03-25,2020-03-26
n2,19,19,2020-03-26,2020-03-27
n2,19,7,2020-03-27,2020-03-28
n2,7,2,2020-03-28,2020-03-30
n2,2,9,2020-03-30,2020-03-31
n2,9,20,2020-03-31,2020-04-01
n2,20,11,2020-04-01,2020-04-02
n2,11,8,2020-04-02,2020-04-03
n2,8,13,2020-04-03,2020-04-04
n2,13,6,2020-04-04,2020-04-06
n2,6,12,2020-04-06,2020-04-07
n2,12,26,2020-04-07,2020-04-08
n2,26,6,2020-04-08,2020-04-09
n2,6,8,2020-04-09,2020-04-10
n2,8,15,2020-04-10,2020-04-11
n2,15,23,2020-04-11,2020-04-13
n2,23,29,2020-04-13,2020-04-14
n2,29,7,2020-04-14,2020-04-15
n2,7,17,2020-04-15,2020-04-16
n2,17,16,2020-04-16,2020-04-17
n2,16,26,2020-04-17,2020-04-18
n2,26,8,2020-04-18,2020-04-20
n2,8,17,2020-04-20,2020-04-21
n2,17,6,2020-04-21,2020-04-22
n2,6,15,2020-04-22,2020-04-23
n2,15,4,2020-04-23,2020-04-24
n2,4,7,2020-04-24,2020-04-25
n2,7,23,2020-04-25,2020-04-27
n2,23,7,2020-04-27,2020-04-28
n2,7,10,2020-04-28,2020-04-29
n2,10,17,2020-04-29,2020-04-30
n2,17,9,2020-04-30,2020-05-01
n2,9,23,2020-05-01,2020-05-02
n2,23,13,2020-05-02,2020-05-04
n2,13,16,2020-05-04,2020-05-05
n2,16,4,2020-05-05,2020-05-06
n2,4,14,2020-05-06,2020-05-07
n2,14,5,2020-05-07,2020-05-08
n2,5,9,2020-05-08,2020-05-09
n2,9,18,2020-05-09,2020-05-11
n2,18,13,2020-05-11,2020-05-12
n2,13,3,2020-05-12,2020-05-13
n2,3,8,2020-05-13,2020-05-14
n2,8,12,2020-05-14,2020-05-15
n2,12,7,2020-05-15,2020-05-16
n2,7,7,2020-05-16,2020-05-18
n2,7,2,2020-05-18,2020-05-19
n2,2,22,2020-05-19,2020-05-20
n2,22,25,2020-05-20,2020-05-21
n2,25,12,2020-05-21,2020-05-22
n2,12,20,2020-05-22,2020-05-23
n2,20,7,2020-05-23,2020-05-25
n2,7,14,2020-05-25,2020-05-26
n2,14,10,2020-05-26,2020-05-27
n2,10,8,2020-05-27,2020-05-28
n2,8,13,2020-05-28,2020-05-29
n2,13,16,2020-05-29,2020-05-30
n2,16,13,2020-05-30,2020-06-01
n2,13,14,2020-06-01,2020-06-02
n2,14,20,2020-06-02,2020-06-03
n2,20,18,2020-06-03,2020-06-04
n2,18,8,2020-06-04,2020-06-05
n2,8,29,2020-06-05,2020-06-06
n2,29,7,2020-06-06,2020-06-08
n2,7,19,2020-06-08,2020-06-09
n2,19,22,2020-06-09,2020-06-10
n2,22,6,2020-06-10,2020-06-11
n2,6,16,2020-06-11,2020-06-12
n2,16,11,2020-06-12,2020-06-13
n2,11,16,2020-06-13,2020-06-15
n2,16,20,2020-06-15,2020-06-16
n2,20,22,2020-06-16,2020-06-17
n2,22,17,2020-06-17,2020-06-18
n2,17,9,2020-06-18,2020-06-19
n2,9,8,2020-06-19,2020-06-20
n2,8,19,2020-06-20,2020-06-22
n2,19,23,2020-06-22,2020-06-23
n2,23,11,2020-06-23,2020-06-24
n2,11,24,2020-06-24,2020-06-25
n2,24,16,2020-06-25,2020-06-26
n2,16,24,2020-06-26,2020-06-27
n2,24,18,2020-06-27,2020-06-29
n2,18,11,2020-06-29,2020-06-30
n2,11,5,2020-06-30,2020-07-01
n2,5,2,2020-07-01,2020-07-02
n2,2,18,2020-07-02,2020-07-03
n2,18,10,2020-07-03,2020-07-04
n2,10,11,2020-07-04,2020-07-06
n2,11,5,2020-07-06,2020-07-07
n2,5,13,2020-07-07,2020-07-08
n2,13,9,2020-07-08,2020-07-09
n2,9,5,2020-07-09,2020-07-10
